Rank,Name,Platform,Year,Genre,Critic_Score,User_Score,Publisher,Developer,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Total_Sales
4006,Triple Play 2002,PS2,2002.0,Sports,,,EA Sports  ,Pandemic Studios  ,0.43,0.33,,0.11,0.87
4007,Brothers In Arms: Hell's Highway,X360,2008.0,Shooter,7.6,,Ubisoft  ,Gearbox Software  ,0.47,0.3,0.0,0.09,0.87
4008,Vagrant Story,PS,2000.0,Role-Playing,9.3,,Square EA  ,SquareSoft  ,0.3,0.2,0.3,0.06,0.87
4009,Warriors Orochi,PS2,2007.0,Action,,,KOEI  ,Omega Force  ,0.11,0.09,0.64,0.03,0.87
4010,Mercenaries 2: World in Flames,PS3,2008.0,Shooter,6.0,,Electronic Arts  ,Pandemic Studios  ,0.29,0.4,0.02,0.16,0.87
4011,Ghostbusters: The Video Game,Wii,2009.0,Action,7.6,,Atari  ,Red Fly Studio  ,0.59,0.21,,0.07,0.87
4012,Wizards of Waverly Place,DS,2009.0,Misc,,,Disney Interactive Studios  ,"Black Lantern Studios, Inc.  ",0.59,0.2,,0.08,0.87
4013,Enduro,2600,1983.0,Racing,,,Activision  ,Activision  ,0.81,0.05,,0.01,0.87
4014,For Honor,XOne,2017.0,Action,,,Ubisoft  ,Ubisoft Montreal  ,0.57,0.21,,0.08,0.87
4015,Endless Ocean: Blue World,Wii,2010.0,Simulation,7.6,,Nintendo  ,Arika  ,0.46,0.22,0.12,0.06,0.87
4016,SingStar '90s,PS2,2008.0,Misc,,,Sony Computer Entertainment  ,SCEE London Studio  ,0.1,0.59,,0.18,0.87
4017,Dead Rising 4,XOne,2016.0,Action-Adventure,,,Microsoft Studios  ,Capcom  ,0.41,0.25,,0.06,0.73
4018,Wii Fit U,WiiU,2014.0,Misc,7.2,,Nintendo  ,Nintendo  ,0.35,0.24,0.21,0.06,0.86
4019,Final Fantasy X / X-2 HD Remaster,PSV,2014.0,Role-Playing,,,Square Enix  ,Square Enix  ,0.16,0.29,0.28,0.13,0.86
4020,Lost Castle,PC,,Role-Playing,,,Unknown  ,Hunter Studio  ,,,,,
4021,Lemmings,PSP,2006.0,Puzzle,7.3,,Sony Computer Entertainment  ,Team17 Software  ,0.12,0.52,,0.23,0.86
4022,Beijing 2008,PS3,2008.0,Sports,,,Sega  ,Eurocom Entertainment Software  ,0.14,0.54,0.01,0.17,0.86
4023,Winning Eleven: Pro Evolution Soccer 2007,PSP,2007.0,Sports,8.2,,Konami  ,Konami Computer Entertainment Tokyo  ,0.01,0.72,0.12,0.01,0.86
4024,Rocky,PS2,2002.0,Fighting,,,Ubisoft  ,Rage Software  ,0.42,0.33,,0.11,0.86
4025,BioShock: The Collection,PS4,2016.0,Shooter,,,2K Games  ,"Blind Squirrel Digital, Inc  ",0.41,0.28,0.03,0.14,0.86
4026,Dishonored 2,XOne,2016.0,Action,,,Bethesda Softworks  ,Arkane Studios  ,0.47,0.31,,0.08,0.86
4027,Ford Racing,PS,2001.0,Racing,,,Empire Interactive  ,2K Games  ,0.48,0.33,,0.06,0.86
4028,Rise of Nations,PC,2003.0,Strategy,8.8,,Microsoft Game Studios  ,Big Huge Games  ,0.01,0.02,,0.0,0.04
4029,Plants vs. Zombies: Garden Warfare 2,XOne,2016.0,Shooter,,,Electronic Arts  ,PopCap Games  ,0.47,0.32,,0.08,0.86
4030,Madden Football 64,N64,1997.0,Sports,,,EA Sports  ,EA Tiburon  ,0.81,0.04,,0.01,0.86
4031,LEGO Batman 2: DC Super Heroes,3DS,2012.0,Action-Adventure,,,Warner Bros. Interactive Entertainment  ,TT Fusion  ,0.42,0.37,,0.07,0.86
4032,Magicka 2,PC,2015.0,Action,,,Paradox Interactive   ,Paradox Interactive  ,,,,,
4033,MLB 99,PS,1998.0,Sports,,,Sony Computer Entertainment  ,Sony Interactive Studios America  ,0.48,0.32,,0.06,0.86
4034,Guitar Hero: Warriors of Rock,X360,2010.0,Misc,7.1,,Activision  ,Neversoft Entertainment  ,0.47,0.31,,0.07,0.86
4035,Gold's Gym: Dance Workout,Wii,2010.0,Sports,,,Ubisoft  ,Land Ho!  ,0.69,0.1,0.0,0.07,0.86
4036,Dynasty Warriors 4: Xtreme Legends,PS2,2003.0,Action,,,KOEI  ,Omega Force  ,0.17,0.13,0.51,0.04,0.86
4037,Pictionary,Wii,2010.0,Misc,,,THQ  ,"Page 44 Studios, LLC  ",0.6,0.19,,0.07,0.86
4038,HuniePop,PC,,Adventure,,,Unknown  ,HuniePot  ,,,,,
4039,Mafia III,PC,2016.0,Action-Adventure,6.5,,2K Games  ,Hangar 13  ,0.14,0.18,,0.03,0.35
4040,Tomb Raider: Anniversary,Wii,2007.0,Action,6.8,,Eidos Interactive  ,Crystal Dynamics  ,0.12,0.63,,0.11,0.85
4041,Army Men: Air Attack,PS,1999.0,Action,,,3DO  ,3DO  ,0.47,0.32,,0.06,0.85
4042,Kingdoms of Amalur: Reckoning,PS3,2012.0,Role-Playing,,,Electronic Arts  ,38 Studios  ,0.37,0.29,0.09,0.1,0.85
4043,Thief,PS4,2014.0,Action,,,Square Enix  ,Eidos Montreal  ,0.28,0.41,0.03,0.13,0.85
4044,FIFA Soccer 08,DS,2007.0,Sports,,,EA Sports  ,EA Canada  ,0.1,0.65,,0.11,0.85
4045,2010 FIFA World Cup South Africa,X360,2010.0,Sports,8.4,,EA Sports  ,EA Canada  ,0.32,0.42,0.02,0.09,0.85
4046,Days Gone,PC,2021.0,Action-Adventure,,,PlayStation PC  ,SIE Bend Studio  ,,,,,
4047,NBA 2K8,X360,2007.0,Sports,,,2K Sports  ,Visual Concepts  ,0.79,0.0,,0.07,0.85
4048,Until Dawn: Rush of Blood,PS4,2016.0,Shooter,,,Sony Interactive Entertainment  ,Supermassive Games Ltd.  ,0.5,0.21,,0.15,0.85
4049,Ninja Gaiden Sigma 2,PS3,2009.0,Action,8.5,,Tecmo Koei  ,Team Ninja  ,0.52,0.16,0.08,0.1,0.85
4050,Street Fighter Alpha 2,PS,1996.0,Fighting,8.2,,Capcom  ,Capcom  ,0.14,0.09,0.57,0.06,0.85
4051,Disney Infinity 3.0,PS4,2015.0,Action,,,Disney Interactive Studios  ,Avalanche Software  ,0.31,0.4,,0.14,0.85
4052,Tiger Woods PGA Tour 2005,XB,2004.0,Sports,,,EA Sports  ,EA Redwood Shores  ,0.64,0.18,,0.03,0.85
4053,Dragon Ball Z: Burst Limit,PS3,2008.0,Fighting,7.3,,Atari  ,Dimps Corporation  ,0.22,0.34,0.18,0.12,0.85
4054,Castlevania III: Dracula's Curse,NES,1990.0,Platform,,,Konami  ,Konami  ,0.4,0.07,0.37,0.01,0.85
4055,Test Drive 4,All,1997.0,Racing,,,Accolade  ,Pitbull Syndicate  ,,,,,
4056,Army of Two: The 40th Day,PS3,2010.0,Shooter,7.1,,Electronic Arts  ,EA Montreal  ,0.44,0.27,0.01,0.13,0.85
4057,Rampage World Tour,PS,1997.0,Action,,,Midway Games  ,Game Refuge  ,0.47,0.32,,0.06,0.85
4058,The Legendary Starfy,DS,2009.0,Platform,7.1,,Nintendo  ,TOSE Software  ,0.6,,0.2,0.05,0.85
4059,Red Orchestra: Ostfront 41-45,PC,2006.0,Shooter,,,Tripwire Interactive  ,Tripwire Interactive  ,,0.0,,0.0,0.0
4060,Farming Simulator 17,PS4,2016.0,Simulation,,,Focus Home Interactive  ,Giants Software  ,0.19,0.52,0.01,0.13,0.85
4061,Burnout Legends,PSP,2005.0,Racing,8.4,,Electronic Arts  ,Criterion Games  ,0.7,0.06,,0.09,0.85
4062,NCAA Football 11,PS3,2010.0,Sports,8.5,,EA Sports  ,EA Tiburon  ,0.79,,,0.06,0.85
4063,LEGO Jurassic World,3DS,2015.0,Action,,,Warner Bros. Interactive Entertainment  ,TT Fusion  ,0.35,0.39,0.04,0.07,0.85
4064,Ratatouille,PS2,2007.0,Platform,6.0,,THQ  ,Asobo Studio  ,0.31,0.0,,0.53,0.85
4065,NFL GameDay,PS,1996.0,Sports,,,Sony Computer Entertainment  ,Sony Interactive Studios America  ,0.47,0.32,,0.06,0.85
4066,Town of Salem,PC,,Strategy,,,Unknown  ,BlankMediaGames  ,,,,,
4067,Burnout 2: Point of Impact,PS2,2002.0,Racing,,,Acclaim Entertainment  ,Criterion Games  ,0.42,0.32,,0.11,0.85
4068,The House of the Dead: Overkill,Wii,2009.0,Shooter,7.9,,Sega  ,Headstrong Games  ,0.44,0.3,0.02,0.09,0.85
4069,Street Fighter EX3,PS2,2000.0,Fighting,,,Capcom  ,Arika  ,0.32,0.25,0.2,0.08,0.85
4070,Pool of Radiance,Series,1988.0,Role-Playing,,,Strategic Simulations  ,Strategic Simulations  ,,,,,
4071,Darksiders II,PS3,2012.0,Action-Adventure,8.3,,THQ  ,Vigil Games  ,0.35,0.37,0.01,0.13,0.85
4072,Ghostbusters: The Video Game,PS3,2009.0,Action,7.8,,Atari  ,Terminal Reality  ,0.34,0.36,,0.14,0.84
4073,Spider-Man 2,GC,2004.0,Action,7.7,,Activision  ,Treyarch  ,0.65,0.17,,0.02,0.84
4074,Sniper Elite V2,X360,2012.0,Shooter,7.0,,505 Games  ,Rebellion Developments  ,0.46,0.28,0.02,0.08,0.84
4075,Xenoblade Chronicles X,WiiU,2015.0,Role-Playing,8.1,,Nintendo  ,Monolith Soft  ,0.34,0.29,0.15,0.06,0.84
4076,NBA 2K10,PS3,2009.0,Sports,8.2,,2K Sports  ,Visual Concepts  ,0.75,0.01,0.01,0.07,0.84
4077,SUPERHOT,PC,2016.0,Shooter,,,SUPERHOT Team  ,SUPERHOT Team  ,,,,,
4078,The Incredibles,GC,2004.0,Action,6.2,,THQ  ,Heavy Iron Studios  ,0.65,0.17,,0.02,0.84
4079,Skate 2,PS3,2009.0,Sports,8.2,,Electronic Arts  ,EA Black Box  ,0.46,0.25,0.01,0.12,0.84
4080,Petz Dogz Fashion,DS,2008.0,Simulation,,,Ubisoft  ,Ubisoft  ,0.46,0.3,,0.09,0.84
4081,ATV Quad Power Racing 2,PS2,2003.0,Racing,,,Acclaim Entertainment  ,Climax Entertainment  ,0.41,0.32,,0.11,0.84
4082,Lego Batman 3: Beyond Gotham,PS3,2014.0,Action,,,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,0.34,0.36,,0.14,0.84
4083,ZombiU,WiiU,2012.0,Action,6.9,,Ubisoft  ,Ubisoft Montpellier  ,0.35,0.37,0.05,0.07,0.84
4084,Rocket Power: Team Rocket Rescue,PS,2001.0,Sports,,,THQ  ,Darkblack  ,0.47,0.32,,0.05,0.84
4085,Madden NFL 09 All-Play,Wii,2008.0,Sports,,,EA Sports  ,EA Tiburon  ,0.77,0.01,,0.06,0.84
4086,Big Mutha Truckers,PS2,2003.0,Racing,,,THQ  ,Eutechnyx  ,0.41,0.32,,0.11,0.84
4087,Harry Potter and the Order of the Phoenix,DS,2007.0,Adventure,,,Electronic Arts  ,Visual Impact  ,0.28,0.46,,0.1,0.84
4088,Rogue Galaxy,PS2,2007.0,Role-Playing,8.3,7.5,Sony Computer Entertainment  ,Level 5  ,0.24,0.16,0.39,0.05,0.84
4089,Street Fighter X Tekken,PS3,2012.0,Fighting,,,Capcom  ,Capcom  ,0.42,0.22,0.1,0.1,0.84
4090,MLB 13: The Show,PS3,2013.0,Sports,8.5,,Sony Computer Entertainment America  ,SCE San Diego Studio  ,0.68,,,0.16,0.84
4091,ESPN College Hoops 2K5,PS2,2004.0,Sports,,,Sega  ,Visual Concepts  ,0.41,0.32,,0.11,0.84
4092,Blazing Angels: Squadrons of WWII,Wii,2007.0,Simulation,4.7,,Ubisoft  ,Ubisoft Romania  ,0.74,0.04,,0.06,0.84
4093,Metroid: Zero Mission,GBA,2004.0,Adventure,8.9,,Nintendo  ,Nintendo R&D1  ,0.6,0.22,,0.01,0.84
4094,Ben 10: Protector of Earth,PS2,2007.0,Action,,,D3 Publisher  ,High Voltage Software  ,0.09,0.0,,0.74,0.84
4095,Q*bert,PS,1999.0,Puzzle,,,Hasbro Interactive  ,Artech Digital Entertainment  ,0.46,0.32,,0.05,0.84
4096,NCAA Football 12,PS3,2011.0,Sports,7.7,,EA Sports  ,EA Tiburon  ,0.78,,,0.06,0.83
4097,Forza Horizon 2,X360,2014.0,Racing,,,Microsoft Studios  ,Sumo Digital  ,0.35,0.41,0.0,0.07,0.83
4098,Dead Cells,PC,2017.0,Action,,,Motion Twin  ,Motion Twin  ,,,,,
4099,Madden NFL 25,XOne,2013.0,Sports,7.1,,EA Sports  ,EA Tiburon  ,0.69,0.06,,0.09,0.83
4100,DJ Hero 2,X360,2010.0,Misc,8.5,,Activision  ,FreeStyle Games  ,0.65,0.12,,0.06,0.83
4101,Call of Duty: Modern Warfare 3,Wii,2011.0,Shooter,4.5,,Activision  ,Infinity Ward  ,0.55,0.2,,0.08,0.83
4102,Time Crisis 4,PS3,2007.0,Shooter,6.1,,Namco Bandai  ,Bandai Namco Games  ,0.32,0.32,0.05,0.14,0.83
4103,Dynasty Warriors 2,PS2,2000.0,Action,,,KOEI  ,Omega Force  ,0.24,0.19,0.34,0.06,0.83
4104,Need for Speed: Nitro,Wii,2009.0,Racing,7.0,,Electronic Arts  ,EA Montreal  ,0.45,0.3,,0.08,0.83
4105,Duke Nukem Forever,X360,2011.0,Shooter,4.3,,2K Games  ,Gearbox Software  ,0.52,0.25,,0.07,0.83
4106,Madden NFL 07,PSP,2006.0,Sports,8.3,,EA Sports  ,EA Tiburon  ,0.77,0.03,,0.04,0.83
4107,Stranglehold,X360,2007.0,Shooter,8.0,,Midway Games  ,Midway Games  ,0.41,0.33,0.01,0.09,0.83
4108,Metal Gear Solid V: The Phantom Pain,XOne,2015.0,Action,,,Konami Digital Entertainment  ,Kojima Productions  ,0.49,0.25,0.02,0.07,0.83
4109,Tiger Woods PGA Tour 11,PS3,2010.0,Sports,7.9,,EA Sports  ,EA Tiburon  ,0.37,0.34,,0.13,0.83
4110,Dragon Age II,PS3,2011.0,Role-Playing,7.7,,Electronic Arts  ,BioWare Corp.  ,0.4,0.26,0.05,0.12,0.83
4111,Lizzie McGuire 2: Lizzie Diaries,GBA,2004.0,Action,,,Disney Interactive Studios  ,Artificial Mind and Movement  ,0.6,0.22,,0.01,0.83
4112,WWE SmackDown vs. Raw 2009,Wii,2008.0,Fighting,8.2,,THQ  ,Yuke's Media Creations  ,0.44,0.31,,0.08,0.83
4113,FIFA Soccer World Championship,PS2,2000.0,Sports,,,EA Sports  ,EA Sports  ,0.27,0.21,0.28,0.07,0.83
4114,Brute Force,XB,2003.0,Shooter,,,Microsoft Game Studios  ,Digital Anvil  ,0.62,0.18,0.01,0.03,0.83
4115,Ben 10 Ultimate Alien: Cosmic Destruction,All,2010.0,Action-Adventure,,,D3 Publisher  ,Papaya Studio Corporation  ,,,,,
4116,Rayman Origins,Wii,2011.0,Platform,9.5,,Ubisoft  ,Ubisoft  ,0.21,0.28,,0.06,0.55
4117,Sniper: Ghost Warrior,PS3,2011.0,Shooter,4.5,,City Interactive  ,City Interactive  ,0.3,0.35,0.04,0.14,0.83
4118,Scooby-Doo! First Frights,DS,2009.0,Adventure,,,Warner Bros. Interactive  ,Torus Games  ,0.6,0.16,,0.07,0.83
4119,Yu-Gi-Oh! Dark Duel Stories,GB,2002.0,Misc,6.2,,Konami  ,KCEJ  ,,,0.83,,0.83
4120,The Game of Life,PS,1998.0,Misc,,,Hasbro Interactive  ,Double Helix Games  ,0.46,0.31,,0.05,0.83
4121,Dance Central 3,X360,2012.0,Music,,,Microsoft  ,Harmonix Music Systems  ,0.57,0.19,,0.07,0.83
4122,Mega Man Legends,PS,1998.0,Adventure,,,Capcom  ,Capcom  ,0.39,0.26,0.12,0.05,0.83
4123,Sly 3: Honor Among Thieves,PS2,2005.0,Platform,,,Sony Computer Entertainment  ,Sucker Punch  ,0.69,0.03,,0.11,0.83
4124,Dragon Ball: Raging Blast 2,PS3,2010.0,Fighting,6.0,,Namco Bandai  ,Spike  ,0.43,0.19,0.11,0.1,0.83
4125,Twisted Metal (2012),PS3,2012.0,Action,7.9,,Sony Computer Entertainment  ,Eat Sleep Play  ,0.67,0.07,,0.09,0.83
4126,MLB SlugFest 20-03,PS2,2002.0,Sports,,,Midway Games  ,Gratuitous Games  ,0.41,0.32,,0.11,0.83
4127,Guitar Hero Live,XOne,2015.0,Music,,,Activision  ,FreeStyleGames  ,0.52,0.23,,0.08,0.83
4128,Assetto Corsa,PC,2014.0,Racing,,,Kunos Simulazioni  ,Kunos Simulazioni  ,,,,,
4129,Sid Meier's Civilization Revolution,X360,2008.0,Strategy,8.4,,2K Games  ,Firaxis Games  ,0.58,0.17,0.0,0.07,0.83
4130,MediEvil,PS,1998.0,Adventure,,,Sony Computer Entertainment  ,SCEE Cambridge  ,0.46,0.31,,0.05,0.83
4131,Casper,PS,1996.0,Adventure,4.9,,Interplay  ,Funcom  ,0.46,0.31,,0.05,0.83
4132,Dragon Ball: Xenoverse,PC,2015.0,Fighting,,,Namco Bandai Games  ,Dimps Corporation  ,,,,,
4133,Harvest Moon: Tree of Tranquility,Wii,2008.0,Simulation,,,Natsume  ,Runtime  ,0.67,0.03,0.06,0.05,0.82
4134,James Bond 007: Nightfire,XB,2002.0,Shooter,,,Electronic Arts  ,Eurocom Entertainment Software  ,0.58,0.22,,0.03,0.82
4135,Tony Hawk's Underground 2 Remix,PSP,2005.0,Sports,8.5,,Activision  ,Shaba Games  ,0.46,0.21,,0.15,0.82
4136,Marvel: Ultimate Alliance,PS2,2006.0,Role-Playing,8.1,,Activision  ,Raven Software  ,0.69,0.03,,0.11,0.82
4137,Tony Hawk's Pro Skater 3,GC,2001.0,Sports,9.1,,Activision  ,Neversoft Entertainment  ,0.64,0.17,,0.02,0.82
4138,FIFA 17,X360,2016.0,Sports,,,Electronic Arts  ,EA Canada  ,0.2,0.56,,0.06,0.82
4139,Karaoke Revolution Glee,Wii,2010.0,Misc,,,Konami  ,Blitz Games  ,0.51,0.24,,0.07,0.82
4140,I Spy: Fun House,DS,2007.0,Puzzle,,,Scholastic Inc.  ,Big Blue Bubble Inc.  ,0.76,,,0.06,0.82
4141,Need for Speed: Hot Pursuit 2,XB,2002.0,Racing,8.2,,Electronic Arts  ,EA Black Box  ,0.68,0.11,,0.03,0.82
4142,The Price is Right,Wii,2008.0,Misc,,,Ubisoft  ,Ludia Inc.  ,0.76,,,0.06,0.82
4143,Clu Clu Land,NES,1985.0,Puzzle,,,Nintendo  ,Nintendo R&D1  ,0.42,0.1,0.28,0.02,0.82
4144,Dungeon Siege III,All,2011.0,Role-Playing,,,Square Enix  ,Obsidian Entertainment  ,,,,,
4145,Killer Instinct Gold,N64,1996.0,Fighting,,,Nintendo  ,Rare Ltd.  ,0.61,0.19,,0.01,0.82
4146,Amped: Freestyle Snowboarding,XB,2001.0,Sports,,,Microsoft  ,Indie Built  ,0.69,0.11,,0.02,0.82
4147,MediEvil: Resurrection,PSP,2005.0,Adventure,6.5,,Sony Computer Entertainment  ,SCEE  ,0.19,0.42,,0.22,0.82
4148,Custer's Revenge,2600,1982.0,Action,,,Mystique  ,Mystique  ,0.76,0.05,,0.01,0.82
4149,Rocket Power: Beach Bandits,PS2,2002.0,Platform,,,THQ  ,Evolution Games  ,0.4,0.31,,0.1,0.82
4150,The Lord of the Rings: War in the North,PS3,2011.0,Role-Playing,6.5,,Warner Bros. Interactive  ,Snowblind Studios  ,0.25,0.43,0.01,0.12,0.82
4151,Patapon,PSP,2008.0,Platform,8.7,,Sony Computer Entertainment  ,Pyramid/JAPAN Studio  ,0.33,0.25,0.07,0.17,0.82
4152,The Crew 2,PS4,2018.0,Racing,6.5,,Ubisoft  ,Ivory Tower  ,0.22,0.42,0.05,0.12,0.82
4153,Pro Evolution Soccer 2016,PS4,2015.0,Sports,,,Konami Digital Entertainment  ,PES Productions  ,0.14,0.43,0.14,0.1,0.82
4154,The Walking Dead: A Telltale Games Series,PS3,2012.0,Adventure,,,Telltale Games  ,Telltale Games  ,0.4,0.25,0.03,0.14,0.82
4155,EA Sports Active NFL Training Camp,Wii,2010.0,Sports,,,EA Sports  ,EA Vancouver  ,0.76,,,0.05,0.82
4156,Professor Layton vs Ace Attorney,3DS,2014.0,Adventure,8.1,,Nintendo  ,Level 5  ,0.2,0.27,0.3,0.04,0.82
4157,theHunter: Call of the Wild,PC,2017.0,Shooter,,,Maximum Games  ,Expansive Worlds  ,,0.01,,0.0,0.01
4158,Dragon Quest III,GB,2001.0,Role-Playing,,,Enix  ,TOSE  ,,,0.81,0.0,0.81
4159,Ready 2 Rumble Boxing: Round 2,PS2,2000.0,Fighting,7.9,,Midway Games  ,Midway Games  ,0.4,0.31,,0.1,0.81
4160,Kamaitachi no Yoru,SNES,1994.0,Adventure,,,ChunSoft  ,ChunSoft  ,,,0.81,,0.81
4161,Imagine: Rock Star,DS,2008.0,Simulation,,,Ubisoft  ,Gevo Entertainment  ,0.4,0.33,,0.09,0.81
4162,Yokai Watch 3: Sukiyaki,3DS,2019.0,Role-Playing,,,Nintendo  ,Level 5  ,,,0.81,,0.81
4163,Tales of Destiny II,PS,2001.0,Role-Playing,7.5,,Namco  ,Telenet Japan / Wolfteam  ,0.06,0.04,0.66,0.05,0.81
4164,Super Bomberman 2,SNES,1994.0,Puzzle,,,Hudson Soft  ,Produce!  ,,,0.81,0.0,0.81
4165,NASCAR 2001,PS,2000.0,Racing,,,EA Sports  ,EA Black Box  ,0.45,0.31,,0.05,0.81
4166,DmC Devil May Cry,PS3,2013.0,Action,,,Capcom  ,Ninja Theory  ,0.24,0.29,0.19,0.1,0.81
4167,The Legend of Zelda: Four Swords Adventures,GC,2004.0,Adventure,8.4,,Nintendo  ,Nintendo EAD  ,0.63,0.16,,0.02,0.81
4168,Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PS,1999.0,Sports,,,Konami  ,Diamond Head  ,,,0.76,0.05,0.81
4169,Shaun White Snowboarding,X360,2008.0,Sports,6.2,,Ubisoft  ,Ubisoft Montreal  ,0.48,0.25,0.0,0.08,0.81
4170,Final Fantasy Type-0,PSP,2020.0,Role-Playing,,,Unknown  ,Square Enix  ,,,0.81,,0.81
4171,Raft,PC,,Action,,,Unknown  ,Redbeet Interactive  ,,,,,
4172,Madden NFL 16,PS3,2015.0,Sports,8.0,,EA Sports  ,EA Tiburon  ,0.6,0.07,,0.15,0.81
4173,Army Men: Sarge's Heroes,N64,1999.0,Shooter,4.2,,3DO  ,3DO  ,0.68,0.12,,0.01,0.81
4174,Ben 10 Alien Force: Vilgax Attacks,All,2009.0,Action-Adventure,,,D3 Publisher  ,Papaya Studio Corporation  ,,,,,
4175,Empire: Total War,PC,2009.0,Strategy,8.9,,Sega  ,The Creative Assembly  ,0.01,0.98,,0.09,1.07
4176,Football Manager 2015,PC,2014.0,Simulation,,,Sega  ,Sports Interactive  ,,0.44,,0.03,0.47
4177,Mega Man,NES,1987.0,Platform,,,Capcom  ,Capcom  ,0.45,0.08,0.27,0.01,0.81
4178,Resident Evil 2: Dual Shock Edition,PS,1998.0,Action,9.0,,Capcom  ,Capcom  ,,,0.26,0.02,0.27
4179,Pro Evolution Soccer 2010,X360,2009.0,Sports,7.0,,Konami  ,Konami  ,0.12,0.58,0.03,0.08,0.81
4180,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS4,2015.0,Action,,,Square Enix  ,Square Enix  ,0.21,0.14,0.39,0.07,0.81
4181,LEGO Dimensions,PS3,2015.0,Action,,,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,0.26,0.41,,0.13,0.81
4182,Tom Clancy's Rainbow Six 3,PS2,2004.0,Shooter,,,Ubisoft  ,Ubisoft Montreal / Red Storm Entertainment  ,0.4,0.31,,0.1,0.81
4183,Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,2006.0,Action,,,Buena Vista  ,Gorilla Systems  ,0.72,0.03,,0.06,0.81
4184,Battle of Giants: Dinosaurs,DS,2008.0,Strategy,,,Ubisoft  ,Ubisoft Quebec  ,0.37,0.35,,0.08,0.81
4185,SingStar Vol. 2,PS3,2008.0,Misc,,,Sony Computer Entertainment  ,SCEE London Studio  ,0.29,0.39,,0.12,0.81
4186,NCAA Football 10,PS3,2009.0,Sports,8.1,,EA Sports  ,EA Tiburon  ,0.75,,,0.06,0.81
4187,Professor Layton and the Azran Legacy,3DS,2014.0,Puzzle,8.0,,Nintendo  ,Level 5  ,,0.53,0.25,0.03,0.81
4188,EarthBound,SNES,1995.0,Role-Playing,,,Nintendo  ,Ape Studios / HAL Laboratory  ,,,0.81,,0.81
4189,Need for Speed Rivals,X360,2013.0,Racing,,,Electronic Arts  ,Ghost Games  ,0.38,0.35,0.01,0.07,0.81
4190,The Next Tetris,PS,1999.0,Puzzle,,,Atari  ,Blue Planet Software  ,0.45,0.31,,0.05,0.81
4191,Guitar Hero: Warriors of Rock,PS3,2010.0,Misc,,,Activision  ,Neversoft Entertainment  ,0.33,0.35,,0.13,0.81
4192,World Soccer Jikkyou Winning Eleven 3: World Cup France '98,PS,1998.0,Sports,,,Konami  ,Konami  ,,,0.75,0.05,0.81
4193,Poly Bridge,PC,,Simulation,,,Unknown  ,Dry Cactus Limited  ,,,,,
4194,Final Fantasy XI: Wings of the Goddess,PS2,2007.0,Role-Playing,,,Square Enix  ,Square Enix  ,0.35,0.27,0.09,0.09,0.81
4195,The Sims 2,PS2,2005.0,Simulation,,,Electronic Arts  ,Maxis  ,0.67,0.03,,0.11,0.81
4196,Golden Sun: Dark Dawn,DS,2010.0,Role-Playing,8.0,,Nintendo  ,Camelot Software Planning  ,0.53,0.1,0.13,0.05,0.81
4197,Who Wants to be a Millionaire,PS,2000.0,Misc,,,Eidos Interactive  ,Hothouse Creations  ,0.45,0.3,,0.05,0.8
4198,BeamNG.drive,PC,,Simulation,,,Unknown  ,BeamNG  ,,,,,
4199,Ben 10: Alien Force,Wii,2008.0,Action,,,D3 Publisher  ,Monkey Bar Games  ,0.52,0.21,,0.07,0.8
4200,Star Wars Rogue Squadron III: Rebel Strike,GC,2003.0,Simulation,8.3,,LucasArts  ,Factor 5  ,0.62,0.16,,0.02,0.8
4201,Moto Racer,PS,1997.0,Racing,,,Electronic Arts  ,Delphine Software International  ,0.45,0.3,,0.05,0.8
4202,Hitman: Contracts,PS2,2004.0,Shooter,,,Eidos Interactive  ,IO Interactive  ,0.39,0.31,,0.1,0.8
4203,The 7th Guest,PC,1993.0,Adventure,,,Virgin Interactive  ,Trilobyte  ,0.03,0.77,,,0.8
4204,Deca Sports 2,Wii,2009.0,Sports,,,Hudson Soft  ,Hudson Soft  ,0.31,0.34,0.09,0.07,0.8
4205,Final Fantasy Anthology,PS,1999.0,Role-Playing,8.6,,Square EA  ,SquareSoft  ,0.45,0.3,,0.05,0.8
4206,DiRT 2,X360,2009.0,Racing,8.8,,Codemasters  ,Codemasters  ,0.32,0.39,0.0,0.09,0.8
4207,Star Wars The Clone Wars: Republic Heroes,Wii,2009.0,Action,4.8,,LucasArts  ,Krome Studios  ,0.43,0.3,,0.07,0.8
4208,The Sims 2: Pets,PSP,2006.0,Simulation,5.8,,Electronic Arts  ,Maxis  ,0.19,0.39,,0.22,0.8
4209,Battlefield 2: Special Forces,PC,2005.0,Shooter,,,Electronic Arts  ,Digital Illusions  ,,,,,
4210,Deer Hunter II: The Hunt Continues,All,1998.0,Shooter,,,WizardWorks  ,Sunstorm Interactive  ,,,,,
4211,Godzilla: Unleashed,All,2007.0,Fighting,,,Atari  ,Pipeworks Software  ,,,,,
4212,Half-Life: Blue Shift,PC,2001.0,Shooter,6.7,,Sierra Entertainment  ,Gearbox Software  ,,,,,
4213,Imperialism,Series,1997.0,Strategy,,,Strategic Simulations  ,Frog City Software  ,,,,,
