Name,Platform,Year,Genre,Critic_Score,Publisher,Developer,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Total_Sales
Banjo-Kazooie,N64,1998,Platform,9.3,Nintendo  ,Rare Ltd.  ,1.87,1.13,0.55,0.1,3.65
SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,8.0,Sony Computer Entertainment  ,Zipper Interactive  ,2.53,0.81,0.06,0.24,3.6399999999999997
Battlefield 4,PS3,2013,Shooter,8.7,Electronic Arts  ,EA DICE  ,1.31,1.5,0.27,0.55,3.63
Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,9.0,Sony Computer Entertainment  ,Naughty Dog  ,2.08,1.09,0.15,0.33,3.65
1-2-Switch,NS,2017,Party,5.7,Nintendo  ,Nintendo EPD  ,0.62,1.2,0.5,0.15,2.4699999999999998
Pokémon Snap,N64,1999,Simulation,7.9,Nintendo  ,HAL Laboratory  ,2.23,0.68,0.66,0.06,3.6300000000000003
Pro Evolution Soccer 2008,PS2,2008,Sports,8.2,Konami  ,Konami  ,0.05,0.0,0.64,2.93,3.62
FIFA Soccer 10,PS3,2009,Sports,9.0,EA Sports  ,EA Canada  ,0.6,2.46,0.05,0.52,3.63
Star Wars Battlefront,PS2,2004,Shooter,8.1,LucasArts  ,Pandemic Studios  ,1.93,1.22,0.03,0.44,3.6199999999999997
Metal Gear Solid 3: Snake Eater,PS2,2004,Action,9.0,Konami  ,KCEJ / Kojima Productions  ,1.46,0.0,0.83,1.93,4.22
Assassin's Creed Syndicate,PS4,2015,Action,8.6,Ubisoft  ,Ubisoft Quebec  ,0.9,2.06,0.08,0.55,3.59
Star Wars Battlefront II,PS2,2005,Shooter,8.5,LucasArts  ,Pandemic Studios  ,2.18,1.02,0.03,0.37,3.6
Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,6.9,Majesco  ,Office Create  ,1.6,1.49,0.1,0.39,3.58
Battlefield 4,X360,2013,Shooter,8.7,Electronic Arts  ,EA DICE  ,2.16,1.05,0.02,0.32,3.55
Grand Theft Auto: Liberty City Stories,PS2,2006,Action,8.3,Rockstar Games  ,Rockstar Leeds  ,1.56,1.4,0.07,0.5,3.53
The Getaway,PS2,2003,Action,7.7,Sony Computer Entertainment  ,Team Soho  ,1.23,1.77,0.05,0.49,3.54
Tomb Raider III: Adventures of Lara Croft,PS,1998,Adventure,8.2,Eidos Interactive  ,Core Design Ltd.  ,1.66,1.58,0.12,0.18,3.5400000000000005
Batman: Arkham Asylum,X360,2009,Action,9.1,Eidos Interactive  ,Rocksteady Studios  ,2.24,0.95,0.02,0.33,3.5400000000000005
Assassin's Creed: Brotherhood,X360,2010,Action,9.1,Ubisoft  ,Ubisoft Montreal  ,2.87,0.39,0.03,0.25,3.54
LEGO Star Wars: The Video Game,PS2,2005,Action,7.9,Eidos Interactive  ,Traveller's Tales  ,1.98,1.14,0.01,0.41,3.54
Resident Evil 5,X360,2009,Action,8.6,Capcom  ,Capcom  ,2.13,0.93,0.12,0.34,3.52
NBA 2K17,PS4,2016,Sports,9.0,2K Sports  ,Visual Concepts  ,2.28,0.59,0.03,0.63,3.5299999999999994
FIFA Soccer 11,X360,2010,Sports,8.7,EA Sports  ,EA Canada  ,0.71,2.39,0.02,0.4,3.52
Animal Crossing: Happy Home Designer,3DS,2015,Simulation,6.6,Nintendo  ,Nintendo EAD  ,0.71,1.1,1.45,0.15,3.4099999999999997
Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Platform,8.8,Nintendo  ,Rare Ltd.  ,1.17,0.5,1.75,0.08,3.5
Fable II,X360,2008,Role-Playing,9.0,Microsoft Game Studios  ,Lionhead Studios  ,2.51,1.24,0.11,0.41,4.27
Resident Evil 3: Nemesis,PS,1999,Action,9.4,Capcom  ,Capcom  ,1.3,0.77,1.54,0.11,3.72
FIFA Soccer 2004,PS2,2003,Sports,8.0,EA Sports  ,EA Canada  ,0.59,2.36,0.04,0.51,3.5
Battlefield: Bad Company 2,X360,2010,Shooter,9.0,Electronic Arts  ,EA Digital Illusions CE  ,2.11,1.01,0.04,0.33,3.49
Borderlands,X360,2009,Shooter,8.3,2K Games  ,Gearbox Software  ,2.43,0.72,0.03,0.3,3.48
Mario & Sonic at the Olympic Winter Games,DS,2009,Sports,7.6,Sega  ,Sega  ,1.21,1.63,0.27,0.37,3.48
Guitar Hero: On Tour,DS,2008,Misc,7.1,Activision  ,Vicarious Visions  ,2.1,1.01,0.01,0.35,3.47
Spyro 2: Ripto's Rage!,PS,1999,Platform,8.7,Sony Computer Entertainment  ,Insomniac Games  ,2.14,1.21,0.01,0.17,3.53
Tekken 4,PS2,2002,Fighting,7.9,Namco  ,Namco  ,1.55,1.27,0.33,0.29,3.4400000000000004
The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action-Adventure,9.0,Nintendo  ,GREZZO  ,1.2,0.64,0.48,0.18,2.5
LittleBigPlanet 2,PS3,2011,Platform,9.1,Sony Computer Entertainment  ,Media Molecule  ,1.83,1.07,0.06,0.47,3.4300000000000006
Spider-Man 2,PS2,2004,Action,7.9,Activision  ,Treyarch  ,1.75,1.2,0.02,0.43,3.4000000000000004
Crash Bash,PS,2000,Misc,6.8,Sony Computer Entertainment  ,Eurocom Entertainment Software  ,1.56,1.47,0.19,0.17,3.39
Tekken: Dark Resurrection,PSP,2006,Fighting,8.7,Namco Bandai  ,8ing/Raizing  ,0.76,1.1,0.12,0.65,2.63
The Elder Scrolls V: Skyrim Special Edition,PS4,2016,Role-Playing,8.3,Bethesda Softworks  ,Bethesda Softworks  ,1.24,1.5,0.08,0.54,3.3600000000000003
The Legend of Zelda: Majora's Mask,N64,2000,Adventure,9.3,Nintendo  ,Nintendo EAD  ,1.9,0.67,0.73,0.06,3.36
Yoshi's Island DS,DS,2006,Platform,8.2,Nintendo  ,Artoon  ,1.45,0.07,1.1,0.15,2.77
Assassin's Creed IV: Black Flag,X360,2013,Action-Adventure,8.5,Ubisoft  ,Ubisoft Montreal  ,1.9,1.14,0.01,0.3,3.3499999999999996
NBA 2K18,PS4,2017,Sports,8.1,2K Sports  ,Visual Concepts  ,2.13,0.57,0.04,0.59,3.3299999999999996
Big Brain Academy: Wii Degree,Wii,2007,Misc,7.1,Nintendo  ,Nintendo EAD  ,1.05,1.91,0.41,0.42,3.79
Luigi's Mansion,GC,2001,Action,7.9,Nintendo  ,Nintendo EAD  ,2.38,0.67,0.46,0.1,3.61
Max Payne,PS2,2001,Shooter,8.1,Rockstar Games  ,Remedy Entertainment  ,1.99,1.05,0.05,0.22,3.31
The Lord of the Rings: The Return of the King,PS2,2003,Action,8.4,Electronic Arts  ,"Hypnos Entertainment, Inc.  ",1.5,1.28,0.05,0.46,3.29
God of War: Chains of Olympus,PSP,2008,Action,8.9,Sony Computer Entertainment  ,Ready at Dawn  ,1.48,1.0,0.04,0.66,3.18
Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,6.1,Nintendo  ,Bandai Namco Games  ,0.86,1.56,1.05,0.35,3.82
Ratchet & Clank: Up Your Arsenal,PS2,2004,Platform,9.1,Sony Computer Entertainment  ,Insomniac Games  ,1.31,0.74,0.31,0.22,2.58
L.A. Noire,PS3,2011,Adventure,9.1,Rockstar Games  ,Team Bondi  ,1.29,1.31,0.12,0.49,3.21
Detroit: Become Human,PS4,2018,Adventure,8.0,Sony Interactive Entertainment  ,Quantic Dream  ,0.55,0.67,0.12,0.24,1.5800000000000003
Perfect Dark,N64,2000,Shooter,9.7,Rare  ,Rare Ltd.  ,1.55,0.75,0.16,0.06,2.52
WWF SmackDown! 2: Know Your Role,PS,2000,Fighting,8.7,THQ  ,Yuke's  ,1.76,1.21,0.07,0.16,3.1999999999999997
Assassin's Creed IV: Black Flag,PS4,2013,Action-Adventure,8.3,Ubisoft  ,Ubisoft Montreal  ,1.07,1.55,0.06,0.51,3.1900000000000004
Personal Trainer: Cooking,DS,2008,Misc,8.4,Nintendo  ,Nintendo EAD  ,0.91,1.01,1.03,0.17,3.12
Assassin's Creed Odyssey,PS4,2018,Action-Adventure,9.5,Ubisoft  ,Ubisoft Quebec  ,1.18,1.4,0.09,0.51,3.1799999999999997
Fallout: New Vegas,PS3,2010,Role-Playing,8.2,Bethesda Softworks  ,Obsidian Entertainment  ,1.54,1.04,0.1,0.49,3.17
Sonic Heroes,PS2,2004,Platform,6.6,Sega  ,Sonic Team  ,1.04,1.37,0.06,0.49,2.96
The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,9.3,Bethesda Softworks  ,4J Studios  ,1.69,0.86,0.14,0.44,3.13
Star Wars Episode I Racer,N64,1999,Racing,8.7,LucasArts  ,LucasArts  ,2.31,0.62,0.14,0.04,3.1100000000000003
Tekken 6,PS3,2009,Fighting,7.9,Namco Bandai  ,Namco Bandai Games  ,1.2,0.97,0.17,0.42,2.76
Tom Clancy's Ghost Recon Wildlands,PS4,2017,Shooter,7.0,Ubisoft  ,Ubisoft Paris  ,1.07,1.35,0.22,0.47,3.1100000000000003
NBA 2K13,X360,2012,Sports,8.6,2K Sports  ,Visual Concepts  ,2.62,0.21,0.01,0.28,3.12
Mario Party 9,Wii,2012,Party,6.5,Nintendo  ,"Nd Cube Co., Ltd.  ",1.06,1.15,0.77,0.22,3.2
Mass Effect 2,X360,2010,Role-Playing,9.5,Electronic Arts  ,BioWare Edmonton  ,1.99,0.81,0.03,0.27,3.0999999999999996
Saints Row 2,X360,2008,Action,7.9,THQ  ,Volition Inc.  ,1.98,0.79,0.02,0.28,3.0700000000000003
New Super Luigi U,WiiU,2013,Action,7.8,Nintendo  ,Nintendo  ,1.25,0.75,0.22,0.2,2.4200000000000004
Rhythm Heaven,DS,2009,Music,8.5,Nintendo  ,Nintendo SPD Group No.1  ,0.55,0.5,1.93,0.14,3.12
Professor Layton and the Unwound Future,DS,2010,Adventure,8.4,Nintendo  ,Level 5  ,0.61,1.58,0.82,0.27,3.28
Gears of War 3,X360,2011,Shooter,9.1,Microsoft Studios  ,Epic Games  ,4.05,1.59,0.07,0.5,6.21
Halo 3: ODST,X360,2009,Shooter,8.7,Microsoft Game Studios  ,Bungie  ,4.34,1.34,0.06,0.61,6.35
Heavy Rain,PS3,2010,Adventure,8.8,Sony Computer Entertainment  ,Quantic Dream  ,1.29,1.24,0.06,0.48,3.0700000000000003
Kinect Sports,X360,2010,Sports,7.4,Microsoft Game Studios  ,Rare Ltd.  ,3.92,1.73,0.03,0.55,6.23
Left 4 Dead,X360,2008,Shooter,8.7,Valve Corporation  ,Certain Affinity / Valve Software  ,2.66,0.49,0.05,0.31,3.5100000000000002
Left 4 Dead 2,X360,2009,Shooter,9.0,Electronic Arts  ,Certain Affinity / Valve Software  ,2.67,0.88,0.05,0.38,3.9799999999999995
MotorStorm,PS3,2007,Racing,8.2,Sony Computer Entertainment  ,Evolution Studios  ,1.53,1.61,0.06,0.67,3.87
Sonic and the Secret Rings,Wii,2007,Platform,6.7,Sega  ,Sonic Team  ,1.23,1.19,0.04,0.3,2.76
Sonic Rush,DS,2005,Platform,7.8,Sega  ,Dimps Corporation  ,1.21,1.56,0.06,0.29,3.12
Kirby Super Star Ultra,DS,2008,Platform,7.3,Nintendo  ,HAL Laboratory  ,1.55,0.04,1.19,0.15,2.93
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,7.8,Nintendo  ,Nintendo Software Technology Corporation  ,1.63,0.51,0.35,0.18,2.67
Style Savvy,DS,2009,Simulation,7.6,Nintendo  ,syn Sophia  ,0.62,0.82,0.96,0.18,2.58
Yokai Watch,3DS,2015,Role-Playing,7.7,Nintendo  ,Level 5  ,0.44,0.68,1.34,0.09,2.55
Ratchet & Clank: Going Commando,PS2,2003,Platform,8.7,Sony Computer Entertainment  ,Insomniac Games  ,1.44,0.83,0.26,0.25,2.7800000000000002
The Legend of Zelda: Spirit Tracks,DS,2009,Adventure,8.7,Nintendo  ,Nintendo EAD  ,1.4,0.92,0.74,0.26,3.3199999999999994
Battlefield: Bad Company 2,PS3,2010,Shooter,8.9,Electronic Arts  ,EA Digital Illusions CE  ,1.33,1.11,0.08,0.44,2.9600000000000004
Mario Party: Island Tour,3DS,2013,Party,5.5,Nintendo  ,"Nd Cube Co., Ltd.  ",0.66,1.04,0.56,0.14,2.4000000000000004
Street Fighter IV,X360,2009,Fighting,9.3,Capcom  ,Capcom / Dimps Corporation  ,1.83,0.7,0.15,0.26,2.9400000000000004
Wave Race 64,N64,1996,Racing,9.2,Nintendo  ,Nintendo EAD  ,1.98,0.58,0.34,0.04,2.94
Donkey Kong Country Returns 3D,3DS,2013,Platform,8.6,Nintendo  ,Monster Games  ,0.81,0.75,0.42,0.14,2.12
Pokémon Ranger,DS,2006,Role-Playing,6.6,Nintendo  ,HAL Laboratory  ,1.28,0.03,0.73,0.12,2.16
Mass Effect,X360,2007,Role-Playing,9.2,Microsoft Game Studios  ,BioWare Edmonton  ,1.83,0.79,0.03,0.27,2.92
Cooking Mama: Cook Off,Wii,2007,Simulation,5.9,Majesco  ,Office Create  ,1.41,1.12,0.05,0.3,2.88
Syphon Filter,PS,1999,Shooter,9.2,989 Studios  ,Eidetic  ,2.03,0.72,0.02,0.11,2.88
Mafia III,PS4,2016,Action-Adventure,6.9,2K Games  ,Hangar 13  ,0.72,1.67,0.04,0.44,2.8699999999999997
Colin McRae Rally,PS,2000,Racing,7.9,Sony Computer Entertainment  ,Codemasters  ,0.09,2.43,0.12,0.22,2.8600000000000003
Wii Music,Wii,2008,Music,5.6,Nintendo  ,Nintendo EAD  ,1.35,1.12,0.46,0.32,3.25
The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,8.2,Bethesda Softworks  ,Bethesda Softworks  ,2.09,0.63,0.03,0.11,2.8599999999999994
Assassin's Creed: Brotherhood,PS3,2010,Action,9.1,Ubisoft  ,Ubisoft Montreal  ,1.87,0.57,0.11,0.3,2.8499999999999996
Metroid Prime,GC,2002,Shooter,9.6,Nintendo  ,Retro Studios  ,1.96,0.67,0.1,0.09,2.82
BioShock,X360,2007,Shooter,9.6,2K Games  ,2K Australia / 2K Boston  ,1.65,0.85,0.05,0.28,2.83
Finding Nemo,GBA,2003,Platform,7.0,THQ  ,Vicarious Visions  ,1.59,1.05,0.04,0.14,2.8200000000000003
Medal of Honor,PS3,2010,Shooter,7.0,Electronic Arts  ,EA Los Angeles  ,1.28,1.04,0.07,0.43,2.8200000000000003
The Legend of Zelda: A Link to the Past,GBA,2002,Adventure,9.6,Nintendo  ,"Flagship Co., Ltd. / Nintendo EAD  ",1.75,0.52,0.33,0.1,2.7
Gran Turismo (PSP),PSN,2009,Racing,7.8,Sony Computer Entertainment  ,Polyphony Digital  ,0.43,0.91,0.31,1.16,2.81
Need for Speed: Hot Pursuit,PS3,2010,Racing,8.9,Electronic Arts  ,Criterion Games  ,1.05,1.24,0.03,0.49,2.8099999999999996
Killzone 3,PS3,2011,Shooter,8.2,Sony Computer Entertainment  ,Guerrilla Games  ,1.46,0.87,0.09,0.38,2.8
Madden NFL 07,PS2,2006,Sports,8.5,EA Sports  ,EA Tiburon  ,3.63,0.24,0.01,0.61,4.49
Saints Row: The Third,X360,2011,Action,8.3,THQ  ,Volition Inc.  ,1.26,1.14,0.07,0.3,2.7699999999999996
Resident Evil,PS,1996,Action,8.6,Capcom  ,Capcom  ,2.05,1.16,1.11,0.73,5.050000000000001
Tetris DS,DS,2006,Puzzle,8.5,Nintendo  ,Nintendo  ,0.63,0.05,1.35,0.08,2.1100000000000003
L.A. Noire,X360,2011,Adventure,9.1,Rockstar Games  ,Team Bondi  ,1.55,0.92,0.02,0.24,2.7300000000000004
Far Cry: Primal,PS4,2016,Action-Adventure,7.2,Ubisoft  ,Ubisoft Montreal  ,0.63,1.61,0.07,0.41,2.72
Need for Speed (2015),PS4,2015,Racing,7.0,Electronic Arts  ,Ghost Games  ,0.59,1.66,0.06,0.41,2.72
World Soccer Winning Eleven 7 International,PS2,2004,Sports,9.2,Konami  ,Konami Computer Entertainment Tokyo  ,0.08,1.24,1.13,0.45,2.9000000000000004
Mario Party,N64,1999,Misc,7.6,Nintendo  ,Hudson Soft  ,1.25,0.53,0.87,0.05,2.6999999999999997
Call of Duty 3,X360,2006,Shooter,8.0,Activision  ,Treyarch  ,1.49,0.92,0.02,0.27,2.7
LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,8.4,LucasArts  ,Traveller's Tales  ,1.85,0.64,0.01,0.19,2.69
Mario & Luigi: Dream Team,3DS,2013,Role-Playing,8.0,Nintendo  ,AlphaDream Corporation  ,0.95,0.75,0.47,0.16,2.33
Call of Duty 2: Big Red One,PS2,2005,Shooter,8.5,Activision  ,Treyarch  ,1.48,0.92,0.01,0.26,2.67
ARMS,NS,2017,Fighting,7.9,Nintendo  ,Nintendo EPD  ,0.9,0.48,0.47,0.14,1.9899999999999998
Medal of Honor Heroes,PSP,2006,Shooter,6.7,Electronic Arts  ,Team Fusion  ,0.86,1.11,0.01,0.67,2.6500000000000004
Need for Speed: Shift,PS3,2009,Racing,8.2,Electronic Arts  ,Slightly Mad Studios  ,0.69,1.4,0.04,0.52,2.65
Kirby: Triple Deluxe,3DS,2014,Platform,7.8,Nintendo  ,HAL Laboratory  ,0.74,0.39,0.8,0.11,2.04
Ace Combat 04: Shattered Skies,PS2,2001,Simulation,8.9,Namco  ,Namco  ,2.06,0.56,0.38,0.17,3.17
Medal of Honor,X360,2010,Shooter,7.3,Electronic Arts  ,EA Los Angeles  ,1.58,0.8,0.04,0.22,2.64
NBA 2K12,X360,2011,Sports,9.1,2K Sports  ,Visual Concepts  ,2.32,0.14,0.01,0.17,2.6399999999999997
NBA 2K13,PS3,2012,Sports,8.9,2K Sports  ,Visual Concepts  ,1.74,0.46,0.05,0.39,2.64
FIFA Soccer 10,X360,2009,Sports,8.9,EA Sports  ,EA Canada  ,0.6,1.79,0.01,0.23,2.63
LittleBigPlanet,PSP,2009,Platform,8.8,Sony Computer Entertainment  ,SCEE Cambridge  ,0.65,1.27,0.01,0.68,2.61
Mario Strikers Charged,Wii,2007,Sports,7.7,Nintendo  ,Next Level Games  ,1.05,1.05,0.24,0.24,2.58
Monster Hunter 3G,3DS,2013,Role-Playing,7.6,Capcom  ,Capcom  ,0.46,0.32,1.96,0.08,2.8200000000000003
Grand Theft Auto: Episodes from Liberty City,X360,2009,Adventure,9.0,Rockstar Games  ,Rockstar North  ,1.08,1.22,0.03,0.27,2.5999999999999996
FIFA Soccer 09,PS3,2008,Sports,8.6,Electronic Arts  ,EA Canada  ,0.49,1.63,0.04,0.43,2.5900000000000003
WWE SmackDown vs. RAW 2007,PS2,2006,Fighting,8.0,THQ  ,Yuke's  ,1.4,0.88,0.03,0.26,2.5699999999999994
Clubhouse Games,DS,2006,Misc,8.3,Nintendo  ,Agenda  ,0.59,1.8,0.73,0.34,3.46
Dragon Age: Origins,X360,2009,Role-Playing,8.5,Electronic Arts  ,BioWare Edmonton  ,1.76,0.55,0.03,0.22,2.56
FIFA 16,PS3,2015,Sports,9.0,EA Sports  ,EA Canada  ,0.43,1.68,0.05,0.38,2.5399999999999996
Pokémon Stadium 2,N64,2001,Strategy,7.9,Nintendo  ,HAL Laboratory  ,1.02,0.36,1.13,0.23,2.7399999999999998
